chunk_id,content
0,"Hello everybody, welcome back to another episode on the channel and today what we're
going to do is to finish up our site plan.
Yes, so we're going to add some annotations and details and call it a day.
Wrap it up.
Don't worry that.
It's been a while since I uploaded a video and that's because I got really, really busy
and also I was taken down by the fever that is going around.
So I'm going to have to take some time to recuperate.
We'll say it right and get back to the level where I need to be."
1,"ve to take some time to recuperate.
We'll say it right and get back to the level where I need to be.
And I mean, if it's a first time on the channel, thank you for joining.
I hope that by the end of the video, you'll learn something and you will also subscribe, drop a comment, hit the like button.
Just do one of those things.
And for those of you who have been here already, you don't know the thing or bigger
itself, let's jump right into it.
Alright guys, so here we are back in AutoCAD architect"
2,"g or bigger
itself, let's jump right into it.
Alright guys, so here we are back in AutoCAD architecture and already you know what we're going to do.
We're going to be adding annotations, details to this site plan.
And of course, we would have done probably 80 to 85% of the job already.
Where we drew the site plan and the building and everything already.
So you know, easy movements today.
Before I get any deeper into this though, I want to show you a couple of changes that I made to this project."
3,"get any deeper into this though, I want to show you a couple of changes that I made to this project.
Mine changes but very important.
So if you go back to our project Navigator and go over to our constructs tab here,
we can see that there's nothing underneath my elements folder here.
So what I realized was that anything that is inside of your elements folder will not be printed on your sheets.
When we go to create sheets.
And everything we had here is needed on sheets.
So I had to move them over"
4,"n we go to create sheets.
And everything we had here is needed on sheets.
So I had to move them over into our constructs folder.
So if you notice we have the legend moved over, we have the grid lines moved over and we also have the property boundary.
And it's pretty simple.
All you gotta do is to just click and drag it into your construct folder.
And once you do that, you'll get a popup that is asking you to select which level you want added to.
So if I should right click on this and go to prope"
5,"king you to select which level you want added to.
So if I should right click on this and go to properties, something like this should pop up.
And you would select the ground floor and you would hit OK.
And then once you do that, it's going to ask if you want to repath this drawing.
You're just going to say repath, no and move forward with the process.
All right.
And the same thing applies for grid line and property boundary.
For the grid lines, what I did here was to add it to both levels becaus"
6,"line and property boundary.
For the grid lines, what I did here was to add it to both levels because we want to see the grid line on the foundation drawing as well as the ground floor drawing.
All right.
So make sure you select both levels.
Yeah.
So that's that.
All right.
Go back over to views.
You want to make sure that you read those into your views.
So for the legend, we wanted to make sure that it is re-added into objected in electrical drawing.
So go to properties and go to the content an"
7,"hat it is re-added into objected in electrical drawing.
So go to properties and go to the content and you just want to make sure that the legend is selected here as well as everything else that you would have needed in this drawing.
And for the foundation plan where we had the grid lines, you want to make sure that you have the grid lines selected here as well.
All right.
We hit OK.
And of course for the side plan, you want to make sure that you have the property boundary selected as well as eve"
8,"for the side plan, you want to make sure that you have the property boundary selected as well as everything else that we need, which would include the drainage layout drawing are construct.
All right.
So make sure you go through and select what is necessary for each drawing and you don't make sure everything are right.
Same as I said.
So know that we are here in this drawing.
Let's go ahead and add some annotations and details.
The first thing we want to do is to set our scale because you don't"
9,"d some annotations and details.
The first thing we want to do is to set our scale because you don't know that's the rule of the game.
You have to set your scale before you start.
In this case, we're going to be using a 1 in 8 of an inch.
This is equivalent to 1 in 100 if you're using millimeters.
And of course, this is the typical scale that we use for side plan.
But of course, you can go up a little further and a little further.
If it is that you have a larger building or a larger property, but"
10,"tle further and a little further.
If it is that you have a larger building or a larger property, but we're going to use the regular acceptable scale 1 in 100 or 1 8 of an inch and we're going to move forward.
The next thing we're going to do is to kind of highlight the corners of the property using a tool that is located within our tool palette.
So we're going to go to the settings button and you go down to what is called document.
I hope that you're seeing this.
And we're going to go up to date"
11,"go down to what is called document.
I hope that you're seeing this.
And we're going to go up to date on point.
So this is what we want to use to highlight our corners.
So we're going to click on it and we're going to be adding you know to each corner.
So let's add it in this corner here.
It is asking us for our rotation.
We're going to just use zero degrees and we're going to repeat the command for each corner zero zero.
Zero zero.
All right. I don't know if these should be at a particular angle. If somebody knows, please tell me in the description below.
All right."
12,"ld be at a particular angle. If somebody knows, please tell me in the description below.
All right. So now that we can see all five corners of the property.
Let's go ahead and add the property boundary label on here.
So we're going to go to text.
And we're going to draw a text box here and we're going to say property boundary.
And you're going to type the length in this case. I'm going to be typing 15.61 meters.
I'm using meters here even though I drew this drawing in inches.
I'm using millimeters because that's what is acceptable here in Jamaica.
All right."
13,"wing in inches.
I'm using millimeters because that's what is acceptable here in Jamaica.
All right. So if your country accepts feet and inches them by all means go ahead and use what is acceptable.
So I had to convert my thing to meters so I can have it there.
Yeah. So I'm going to just copy this and we're going to do the same thing on this side.
So of course, I'm going to fast forward the video just to get ahead of this part.
All right. So there we have all four or five labels.
And of course, we kind of want to rotate them."
14,"All right. So there we have all four or five labels.
And of course, we kind of want to rotate them. So how I rotate them is to click on the rotate and click on the line that I wanted to be aligned to.
And then I'll just move my next point like that. And of course, it now aligns. I can move it to somewhere that is suitable.
I'm going to do the same thing here. Rotate click on the line and click here next point somewhere out there.
Now I'm going to move it. Put it about right there. That one is pretty good. And I'm going to do the same thing with this.
All right. And I'm going to move it."
15,"is pretty good. And I'm going to do the same thing with this.
All right. And I'm going to move it. Please hit a board here. I think this is a good spot.
In fact, I might do the same thing with these kind of put them more towards the corner towards the corner. All right. Good.
So that's that. What I'm going to do next is to add some other information such as me, like for instance, I could add in the middle of this paved driveway.
And you want to basically label as much as you can on a side plan. Things that you think will be important."
16,"want to basically label as much as you can on a side plan. Things that you think will be important. So if you had a posts or walls or fence, you know, you kind of want to make sure that you add a little label to see such.
All right. So this is a p of the driveway. What I'm going to do now is to put a note in the middle of this building. So let me write it out here.
I'm going to write proposed building. Of course, I want this text to be a little bit bigger. So I'm going to increase the size to say quarter of an inch.
And I'm going to actually mask it out. So let's mask it out. Okay."
17,"size to say quarter of an inch.
And I'm going to actually mask it out. So let's mask it out. Okay. So that when I place it, it will cause cover everything just like that.
And then what I'll do next is to label the street. So of course you don't know if you know or remember what the name of the street is, then you need to go back to your properties or your project, go into your project information.
All right. You're going inside of that and check to see what street where the property is located."
18,"All right. You're going inside of that and check to see what street where the property is located. So of course this would be on had field of a new.
And I want this to be a little bit bigger as well. So I'm going to make this one over it.
So that's the name of this street. And I'm going to copy this again, just a little bit smaller. I'm going to say this street leads to spur tree hill. I don't know if that's what it's been.
From Mondayville. Okay. Good. So now the next thing I'm going to do is to copy this big text here."
19,"From Mondayville. Okay. Good. So now the next thing I'm going to do is to copy this big text here. And I'm going to place that back because we do have a river running behind here called Duns River. You definitely want to label that out.
And we also do have a retaining wall at the back.
All right. So definitely want to call that out. If you notice my leader is underlining the stuff and I hit that. So I need to fix it.
All right. So that is that is there anything else that I need to add over there. I don't think so.
So now what we need to do is to label our drainage system."
20,"eed to add over there. I don't think so.
So now what we need to do is to label our drainage system. And if you remember clearly, we actually have done this before for the drainage plan. So what I'm going to do is to go over to the drainage plan that we did earlier in this episode.
So if you missed the link below or above. And we're going to basically copy all of these text and writings. What I'll do is to just highlight and I'll say select similar and of course I don't want this part, but everything else.
Actually, we don't need the ones inside of the house."
