chunk_id,content
0,Ainda a vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente
1,"vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a
ele tem que te"
2,"a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a
ele tem que ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma ve"
3,e vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a
4,"r uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter
uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente va"
5,z que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter um
6,"gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a
gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez qu"
7,i ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gent
8,"a vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma
vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai te"
9,e a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma ve
10,"e vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente
vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a"
11,"r uma vez que a gente
vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente va"
12,z que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter um
13,"gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez
que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez qu"
14,i ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gent
15,"a vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai
ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai te"
16,e a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma ve
17,"e vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que
a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a gente vai ter uma vez que a"
